Thermoanaerobacterales,2,0,3,26,51,12,18,9,18,25,0,11,4,0,4,3,8,0,9,12,10,4,5,6,8,8,7,10,2,4,25,9,9,4,4,4,5,13,23,84,10,7,8,26,45,0,58,199,375,221,17,9,3,2,9,9,11,0,1,7,15,0,1,1,1,0,0,953,723
Desulfuromonadales,26,0,65,61,451,62,44,73,13,41,0,49,18,4,8,36,11,2,31,116,65,11,2,8,5,0,6,5,6,4,10,3,2,16,3,6,31,86,101,93,10,6,20,19,43,0,61,420,246,105,11,3,6,8,8,6,8,1,1,13,22,1,0,0,0,0,0,275,298
Thermogemmatisporales,33,1,91,127,811,120,73,99,18,85,3,87,28,2,7,78,6,1,46,236,104,19,2,2,6,13,14,9,4,1,8,3,2,42,3,16,38,142,67,55,14,7,4,45,73,0,10,41,88,16,3,6,6,3,10,4,4,1,0,9,15,0,0,1,0,0,0,87,33
Campylobacterales,3,0,54,138,302,88,69,41,31,105,0,85,6,0,5,3,8,1,44,64,32,7,20,18,14,2,16,6,6,4,0,1,9,8,8,8,6,23,32,143,30,10,23,84,106,1,41,134,94,62,259,38,11,27,43,22,67,0,1,20,16,0,0,1,0,0,0,67,224
Desulfovibrionales,1,0,11,26,49,12,10,8,4,24,1,6,12,1,11,13,3,0,6,9,9,2,5,3,21,16,200,9,6,12,9,4,7,1,5,5,6,10,15,140,10,7,5,33,43,0,27,355,295,136,141,76,7,98,334,21,29,2,0,11,13,0,0,0,0,0,0,282,166
Thermicanales,4,1,59,144,265,73,104,34,39,128,0,99,21,0,8,5,21,0,46,80,40,20,24,25,6,4,15,8,2,1,2,9,4,2,4,10,7,58,40,219,53,26,7,46,43,0,18,133,152,66,32,19,8,32,90,17,233,0,3,32,55,0,0,0,0,0,1,19,25
Methylococcales,5,0,1,2,4,13,24,16,19,38,0,4,3,1,3,11,7,1,21,8,109,25,22,19,38,34,31,2,2,5,2,4,40,16,23,26,22,81,190,509,58,22,8,12,33,0,14,9,16,6,142,60,49,48,100,91,140,2,4,100,162,0,0,0,0,0,0,26,25
Rhodocyclales,0,0,2,1,13,4,1,4,3,7,2,11,1,0,1,3,1,0,2,1,5,1,0,3,3,6,16,1,0,0,0,6,3,2,2,2,2,6,16,51,29,23,7,12,27,0,16,391,424,182,15,10,5,8,12,26,39,0,2,97,114,0,0,0,2,0,0,540,286
Natranaerobiales,16,0,171,162,69,31,65,28,12,29,0,1,1,1,0,0,17,0,49,117,16,1,17,4,60,33,55,0,0,0,0,1,148,183,45,71,27,102,1,234,0,1,2,4,100,0,0,9,9,6,11,5,2,21,42,0,111,0,0,1,0,1,0,0,0,0,0,2,5
Exiguobacterales,20,0,59,139,204,12,124,30,6,13,0,37,8,0,5,7,5,1,59,69,79,158,195,327,1,1,6,7,3,2,1,54,4,9,27,35,14,106,14,34,38,11,2,7,18,0,1,1,2,11,5,2,1,6,7,4,5,0,0,3,4,0,0,0,0,0,0,2,2
Bifidobacteriales,0,0,6,6,10,5,2,1,0,1,0,12,6,0,0,12,1,0,1,17,11,3,5,5,2,0,1,5,7,1,12,1,0,0,1,2,1,12,9,47,18,22,16,39,104,0,70,399,355,162,22,7,1,3,81,4,13,0,0,15,18,0,0,1,0,0,0,124,255
Verrucomicrobiales,0,0,2,1,1,0,0,0,3,4,0,0,0,0,0,1,0,0,1,0,3,0,13,7,0,0,0,13,10,0,5,7,4,0,0,0,1,0,0,239,0,0,4,19,12,0,20,432,262,369,9,0,0,1,0,1,1,0,0,0,28,0,0,0,0,0,0,338,107
Methylacidiphilales,1,0,2,3,5,1,0,4,0,0,0,4,0,0,1,0,1,1,2,3,0,1,0,0,0,0,0,2,0,0,9,9,0,1,0,0,2,0,1,81,0,0,3,1,21,2,26,546,348,320,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,188,199
Brocadiales,1,0,5,5,26,6,9,7,5,6,0,1,3,2,1,5,1,0,1,9,13,0,2,5,2,0,1,3,0,0,13,0,0,1,4,1,5,11,9,52,2,0,0,2,7,1,8,60,157,75,4,2,3,7,3,7,7,0,0,2,10,0,0,0,0,0,0,864,342
Nitrospirales,5,0,15,15,85,17,19,15,5,11,0,14,9,2,11,27,4,0,8,26,24,9,5,4,8,6,6,2,6,4,19,5,8,17,6,5,17,36,68,131,13,5,4,29,53,0,36,56,141,71,19,11,10,15,24,9,14,0,1,9,23,0,1,1,0,0,0,371,186
Chlamydiales,0,0,0,12,0,4,0,1,2,2,0,0,0,0,2,0,0,0,1,1,4,1,6,4,3,0,0,0,3,2,11,3,2,0,1,0,0,5,7,46,4,6,75,17,45,0,42,653,498,186,3,2,3,3,3,2,6,0,0,1,7,0,0,0,0,0,0,36,16
Gemellales,1,0,8,20,57,19,8,8,3,15,0,12,0,0,0,4,2,0,1,9,13,4,7,16,2,1,0,1,2,3,0,30,1,1,1,3,1,11,3,160,3,1,18,14,271,0,2,18,2,147,5,3,1,5,2,1,6,0,0,0,2,0,0,1,0,0,0,34,556
Planctomycetales,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,49,0,0,4,0,0,0,76,615,349,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,46
Solibacterales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,302,278,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,153
Acidimicrobiales,1,0,1,4,7,1,3,0,2,0,0,0,3,0,0,5,2,0,1,0,2,0,0,1,1,0,0,2,3,4,19,2,1,0,0,0,0,1,2,9,0,1,18,14,25,0,7,182,280,70,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,245,344
Acholeplasmatales,2,0,12,11,39,2,2,2,2,10,0,16,5,0,2,3,2,1,3,7,10,8,15,6,2,1,4,3,3,2,1,5,2,0,0,7,6,24,9,73,23,37,38,141,198,0,7,50,24,61,65,38,4,3,21,9,45,1,0,19,79,0,0,0,0,0,0,17,26
Caldithrixales,2,0,8,32,64,25,9,6,4,23,0,7,3,1,1,1,2,0,9,4,3,0,3,0,2,2,1,0,1,0,3,1,1,1,0,0,0,0,2,11,4,2,2,13,14,0,14,23,75,52,3,4,1,2,0,19,1,0,0,1,4,0,0,0,0,0,1,347,220
Acidobacteriales,1,0,0,1,20,2,3,7,1,4,0,0,1,0,0,4,1,0,4,4,9,1,2,0,1,3,1,0,0,2,5,1,0,0,1,0,5,11,6,29,4,2,0,7,2,0,42,56,228,53,3,2,1,7,4,8,0,0,0,3,3,0,1,0,0,0,0,216,257
Anaerolineales,0,0,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,0,1,5,1,0,0,0,0,3,0,65,392,139,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,251,36
Thermotogales,0,0,6,16,38,9,14,11,10,25,0,15,6,1,5,6,1,1,9,5,12,9,3,3,4,4,1,8,3,2,7,1,5,4,4,5,1,17,24,128,12,7,8,22,52,0,18,42,32,16,23,11,8,14,31,22,62,0,1,16,33,0,0,0,0,0,0,62,33
Syntrophobacterales,1,0,7,8,27,3,6,5,2,24,0,2,5,0,2,4,6,1,5,10,5,3,3,3,2,4,6,2,1,0,1,0,3,6,1,2,3,13,9,43,10,2,5,17,14,1,11,90,90,118,20,5,3,10,11,6,10,0,1,9,10,0,0,0,0,0,0,128,68
